FILE,APOGEE_ID,TEFF,LOGG,PARAM_M_H,PARAM_ALPHA_M,AL_H,CA_H,C_H,FE_H,K_H,MG_H,MN_H,NA_H,NI_H,N_H,O_H,SI_H,S_H,TI_H,V_H,col1,2mass
apStar-r5-2M05044809+2148060.fits,2M05044809+2148060,4950.72,2.6748238,0.044940975,0.046372116,0.19465424,-0.16308878,-0.121674106,0.0374083,-0.17342794,-0.038570073,0.10869359,0.011745675,-0.085591726,0.105675906,0.071305886,0.21606146,0.105706036,-0.017394014,-0.046839237,aspcapStar-r5-v603-2M05044809+2148060.fits,2M05044809+2148060
apStar-r5-2M05045446+4051591.fits,2M05045446+4051591,4829.2314,2.9897275,0.14342628,0.05305631,0.17532536,0.033170108,0.061621003,0.11211099,-0.08799843,0.12623599,0.21527898,0.1082674,0.06702466,0.29016802,0.15473498,0.3007994,0.17488065,0.062146742,-0.28093907,aspcapStar-r5-v603-2M05045446+4051591.fits,2M05045446+4051591
apStar-r5-2M05045926+3525326.fits,2M05045926+3525326,5035.6333,2.6488192,-0.15153834,0.026514255,0.1225635,-0.08733681,-0.133029,-0.13121176,-0.30901685,-0.1603112,-0.04398088,-0.18978791,-0.24985944,-0.132221,-0.122371964,-0.14737915,-0.22796786,0.05026838,-1.4111593,aspcapStar-r5-v603-2M05045926+3525326.fits,2M05045926+3525326
apStar-r5-2M05054049+3219007.fits,2M05054049+3219007,4238.5283,1.4683571,-0.56518555,0.1352388,-0.24435014,-0.3739223,-0.46712252,-0.47496167,-0.55141765,-0.31829804,-0.61002845,-0.5286581,-0.6131688,-0.4253,-0.29699695,-0.18522444,-0.2600598,-0.56748295,-0.5313829,aspcapStar-r5-v603-2M05054049+3219007.fits,2M05054049+3219007
apStar-r5-2M05054275+4100157.fits,2M05054275+4100157,4959.092,2.8211553,-0.13364822,0.053477872,-0.051211335,-0.21446583,-0.24334,-0.11947276,-0.28292334,-0.14777587,-0.08259857,-0.08447886,-0.18027842,-0.054834,-0.040268436,0.16005813,0.09711762,-0.24785936,-0.33155152,aspcapStar-r5-v603-2M05054275+4100157.fits,2M05054275+4100157
apStar-r5-2M05055373+2130068.fits,2M05055373+2130068,4978.2275,2.9484398,-0.19051495,0.03978747,-0.06753662,-0.18846609,-0.33454,-0.16001,-0.2881642,-0.2381422,-0.10753912,-0.13597538,-0.24517365,-0.14143,-0.10172958,0.020812571,-0.16557902,-0.3177249,-0.008524947,aspcapStar-r5-v603-2M05055373+2130068.fits,2M05055373+2130068
apStar-r5-2M05055546+2304013.fits,2M05055546+2304013,4962.68,2.928024,-0.26356217,0.059588484,-0.18822658,-0.31268522,-0.327614,-0.26197347,-0.3218485,-0.2555027,-0.21900803,-0.02382652,-0.25152126,-0.15737201,-0.21775036,-0.083057925,-0.038477764,-0.38272542,-1.4452239,aspcapStar-r5-v603-2M05055546+2304013.fits,2M05055546+2304013
apStar-r5-2M05061703+4107558.fits,2M05061703+4107558,4685.6167,2.4861777,-0.09948821,0.049606066,-0.019629516,-0.14558074,-0.20183301,-0.07718313,-0.2354074,-0.08942654,-0.062347155,-0.13724633,-0.18667032,0.08947,-0.028725319,0.16708116,0.07572326,-0.1507437,-0.23014084,aspcapStar-r5-v603-2M05061703+4107558.fits,2M05061703+4107558
apStar-r5-2M05063117+3314040.fits,2M05063117+3314040,4913.845,2.6152873,-0.41174564,0.10052106,-0.1313291,-0.4095304,-0.362559,-0.3754057,-0.54062206,-0.32680744,-0.33293727,-0.16552739,-0.3764773,-0.439482,-0.20078182,-0.15912452,-0.1356964,-0.41491368,-0.11065235,aspcapStar-r5-v603-2M05063117+3314040.fits,2M05063117+3314040
apStar-r5-2M05072676+3201131.fits,2M05072676+3201131,4728.1733,2.417403,0.2025078,0.024810432,0.3312647,0.06131833,0.02886001,0.16321239,-0.021451276,0.13964272,0.2267012,0.19194146,0.10035827,0.37503,0.11384049,0.37502837,0.27029878,0.094408706,-0.03304714,aspcapStar-r5-v603-2M05072676+3201131.fits,2M05072676+3201131
apStar-r5-2M05073327+3235457.fits,2M05073327+3235457,4655.519,2.2160974,-0.031091105,0.037939057,0.022566365,-0.0693257,-0.20637,-0.020797713,-0.11794018,-0.04050287,-0.052879184,0.043681033,-0.051202282,0.31586,0.009863939,0.23024076,0.070739925,-0.06751637,-0.32941955,aspcapStar-r5-v603-2M05073327+3235457.fits,2M05073327+3235457
apStar-r5-2M05073627+4058058.fits,2M05073627+4058058,4957.697,2.893922,-0.35945055,0.06555575,-0.0807494,-0.35481295,-0.3438506,-0.30827025,-0.35977742,-0.24791372,-0.29634655,-0.12623878,-0.3690923,-0.252423,-0.23786837,-0.10545063,-0.26249564,-0.35143346,-1.6708095,aspcapStar-r5-v603-2M05073627+4058058.fits,2M05073627+4058058
apStar-r5-2M05082948+3154250.fits,2M05082948+3154250,4392.6074,1.7046777,-0.42380086,0.05083348,-0.21104471,-0.3631449,-0.49756,-0.35639435,-0.5123089,-0.3668357,-0.47878745,-0.40591756,-0.47410667,-0.1969,-0.2599192,-0.12828848,-0.16275854,-0.56933933,-0.36415154,aspcapStar-r5-v603-2M05082948+3154250.fits,2M05082948+3154250
apStar-r5-2M05083305+3148438.fits,2M05083305+3148438,4573.5957,2.84351,0.2371015,0.047866758,0.22970639,0.064661294,0.196521,0.11894741,0.07657908,0.18685219,0.26506737,0.13831057,0.18946902,0.33716,0.23005933,0.22803412,0.27725744,0.19774096,-0.027243113,aspcapStar-r5-v603-2M05083305+3148438.fits,2M05083305+3148438
apStar-r5-2M05083694+3150394.fits,2M05083694+3150394,4719.4023,2.6703753,0.08262005,0.062908486,0.27504197,0.03758799,-0.0067690015,0.06082428,-0.17238523,0.039197244,0.09088999,0.02586272,-0.10964978,-0.010645002,0.2091938,0.21081954,0.10534124,-0.018530797,0.014457827,aspcapStar-r5-v603-2M05083694+3150394.fits,2M05083694+3150394
apStar-r5-2M05085306+3333425.fits,2M05085306+3333425,4786.376,2.3994966,-0.63006514,0.07057257,-0.42962256,-0.5823644,-0.70343,-0.5383551,-0.6590783,-0.5922061,-0.55871606,-0.41074055,-0.5803831,-0.34345,-0.43685168,-0.30973196,-0.30094492,-0.7073903,-0.8194049,aspcapStar-r5-v603-2M05085306+3333425.fits,2M05085306+3333425
apStar-r5-2M05091119+4019196.fits,2M05091119+4019196,4817.272,2.6078737,0.028597664,0.03871094,0.09787317,-0.10230838,-0.036883,0.019202378,-0.13079888,-0.0622153,0.085573606,-0.07928041,-0.019588798,0.11171201,0.051671308,0.22730689,0.18425255,-0.06409277,-0.14147441,aspcapStar-r5-v603-2M05091119+4019196.fits,2M05091119+4019196
apStar-r5-2M05091365+3313405.fits,2M05091365+3313405,4586.7515,2.2876093,-0.39861485,0.106493674,-0.13472949,-0.3884497,-0.38486,-0.34856194,-0.4544295,-0.3067118,-0.30173737,-0.42739084,-0.38439143,-0.20134,-0.20437065,-0.09455669,-0.14055225,-0.43809783,-0.6573302,aspcapStar-r5-v603-2M05091365+3313405.fits,2M05091365+3313405
apStar-r5-2M05092168+3155502.fits,2M05092168+3155502,4553.3643,2.2310383,-0.052869644,0.04385943,0.021714352,-0.11300689,-0.18547499,-0.05420921,-0.20424339,-0.09904912,1.2543984E-4,-0.15727264,-0.10063332,0.122765005,-0.021555636,0.13037013,0.08022685,-0.06611456,-0.27375343,aspcapStar-r5-v603-2M05092168+3155502.fits,2M05092168+3155502
apStar-r5-2M05093922+2448389.fits,2M05093922+2448389,5193.4995,3.2891202,-0.2119277,0.08507414,-0.12437717,-0.22074851,-0.088870004,-0.20083414,-0.3105341,-0.12145501,-0.18116829,-0.0914299,-0.15366533,-0.266097,-0.16631955,0.014369845,-0.13059296,-0.15086663,0.047560077,aspcapStar-r5-v603-2M05093922+2448389.fits,2M05093922+2448389
apStar-r5-2M05093929+3238096.fits,2M05093929+3238096,4859.23,2.5802727,-0.26562944,0.06735453,-0.09218708,-0.30483308,-0.31521899,-0.21929893,-0.32005122,-0.27046973,-0.21550947,-0.22456303,-0.28129375,-0.11822,-0.09810756,0.07342976,-0.024088055,-0.29495272,-1.104908,aspcapStar-r5-v603-2M05093929+3238096.fits,2M05093929+3238096
apStar-r5-2M05094611+3200100.fits,2M05094611+3200100,4870.0933,2.8886755,-0.20493144,0.009327661,-0.07181123,-0.25103602,-0.28126,-0.1800656,-0.32190213,-0.21139011,-0.1313074,-0.19604594,-0.24963993,-0.131239,-0.127227,-0.059806347,-0.004190132,-0.2772447,-0.08839752,aspcapStar-r5-v603-2M05094611+3200100.fits,2M05094611+3200100
apStar-r5-2M05095090+3353523.fits,2M05095090+3353523,5111.576,2.7855704,-0.08830414,0.01893595,-0.11873914,-0.22161052,-0.150913,-0.14334401,-0.32227784,-0.20956594,-0.055586733,-0.23604836,-0.105185024,0.066139996,-0.067000166,0.028479204,0.090284586,-0.19264129,-0.0224635,aspcapStar-r5-v603-2M05095090+3353523.fits,2M05095090+3353523
apStar-r5-2M05095154+2416311.fits,2M05095154+2416311,4858.8315,2.5705779,-0.17639017,0.01694756,0.16724463,0.1112884,0.04593,-0.14606106,-0.34651953,-0.055899948,-0.23670173,0.03589771,-0.30682343,-0.51827,-0.1299087,0.05776155,-0.57066417,-0.2896976,-1.2534788,aspcapStar-r5-v603-2M05095154+2416311.fits,2M05095154+2416311
apStar-r5-2M05100570+3219465.fits,2M05100570+3219465,4813.8833,2.6138043,-0.1968875,0.05916792,-0.023172427,-0.20772856,-0.28166002,-0.15351741,-0.35624456,-0.16693336,-0.09040876,-0.33866262,-0.23249508,-0.08213001,-0.11303124,0.05925505,-0.05160609,-0.18492028,-0.45483658,aspcapStar-r5-v603-2M05100570+3219465.fits,2M05100570+3219465
apStar-r5-2M05100697+4622565.fits,2M05100697+4622565,4303.609,1.6413774,-0.08116484,0.026435768,-0.034687605,-0.13069208,-0.259399,-0.06939323,-0.24379773,-0.027937345,-0.06829807,-0.19492562,-0.15277816,0.117441,-0.008207746,0.14135805,0.061184704,-0.052072626,-0.23960754,aspcapStar-r5-v603-2M05100697+4622565.fits,2M05100697+4622565
apStar-r5-2M05102022+3240369.fits,2M05102022+3240369,4994.7715,2.8658648,-0.16948308,0.037738405,-0.121242896,-0.2315867,-0.31829,-0.14233117,-0.33711413,-0.18804112,-0.108814515,-0.18515459,-0.22871183,-0.105975,-0.082726,0.04605359,0.012715906,-0.19643022,-1.7234209,aspcapStar-r5-v603-2M05102022+3240369.fits,2M05102022+3240369
apStar-r5-2M05102360+3353112.fits,2M05102360+3353112,5068.5225,2.9455886,-0.106620625,0.042826526,-0.035564214,-0.20208524,-0.199976,-0.114855185,-0.24608584,-0.15212417,-0.07730283,-0.11513645,-0.14444065,0.028099999,-0.07067637,0.09105377,0.013318956,-0.1771287,0.023981344,aspcapStar-r5-v603-2M05102360+3353112.fits,2M05102360+3353112
apStar-r5-2M05103731+3358571.fits,2M05103731+3358571,4913.4463,2.9039586,0.22355095,0.01897748,0.24259259,0.016041085,0.042953,0.14752217,0.022517014,0.09333031,0.3097705,0.20486236,0.16685301,0.43725997,0.115959056,0.29536727,0.23880753,0.10916945,0.13042982,aspcapStar-r5-v603-2M05103731+3358571.fits,2M05103731+3358571
apStar-r5-2M05104505+3133103.fits,2M05104505+3133103,4497.154,1.9705381,-0.6051548,0.07875218,-0.34712386,-0.5678676,-0.54311997,-0.51006806,-0.6407958,-0.5315224,-0.5139497,-0.5713393,-0.5558876,-0.32939,-0.42058188,-0.27669352,-0.29861403,-0.59108055,-0.63716257,aspcapStar-r5-v603-2M05104505+3133103.fits,2M05104505+3133103
apStar-r5-2M05104610+2531333.fits,2M05104610+2531333,4981.516,2.6936426,-0.42805207,0.080926694,-0.2554316,-0.4401608,-0.43701,-0.36239734,-0.5237631,-0.3678349,-0.34884036,-0.23972322,-0.4099638,-0.333656,-0.2389903,-0.093269646,-0.26411843,-0.44393966,-0.2834065,aspcapStar-r5-v603-2M05104610+2531333.fits,2M05104610+2531333
apStar-r5-2M05104950+3325041.fits,2M05104950+3325041,4823.65,2.5899673,-0.30793247,0.061794803,-0.08566293,-0.3255391,-0.34458798,-0.275415,-0.33059585,-0.2773641,-0.22445294,-0.33988625,-0.2896579,-0.18377,-0.19221672,-0.049853653,-0.050242335,-0.32648364,-0.5960109,aspcapStar-r5-v603-2M05104950+3325041.fits,2M05104950+3325041
apStar-r5-2M05105212+4146006.fits,2M05105212+4146006,4969.856,2.9093194,0.12087761,0.026503716,0.12659295,-0.022287924,-0.059267003,0.08269605,-0.06347181,-0.0019352995,0.17738304,0.014598162,0.033793032,0.25696298,0.09840186,0.25359303,0.15291451,0.0069755428,0.032984335,aspcapStar-r5-v603-2M05105212+4146006.fits,2M05105212+4146006
apStar-r5-2M05105317+3157448.fits,2M05105317+3157448,4646.5493,2.2254496,-0.11499771,0.04204353,0.023495473,-0.19220331,-0.31094,-0.08412988,-0.27823228,-0.16526933,-0.04826547,-0.18823183,-0.20280913,0.11027,-0.098439306,0.09493589,0.066138335,-0.14857726,-0.26799354,aspcapStar-r5-v603-2M05105317+3157448.fits,2M05105317+3157448
apStar-r5-2M05110198+2536515.fits,2M05110198+2536515,4963.976,2.7739367,-0.25249708,0.07564883,-0.062139064,-0.28238153,-0.234595,-0.21840152,-0.24289897,-0.20392787,-0.15873057,-0.40472466,-0.22075978,-0.17275,-0.17129469,-0.05888118,-0.043085545,-0.19202729,-0.73749363,aspcapStar-r5-v603-2M05110198+2536515.fits,2M05110198+2536515
apStar-r5-2M05110316+3333147.fits,2M05110316+3333147,4927.3994,2.9874463,-0.12759589,0.026600147,-0.040192686,-0.17983787,-0.202309,-0.12758291,-0.23216936,-0.15380818,-0.06837973,-0.22433853,-0.17390811,-0.047735006,-0.08040466,0.012794867,0.015660003,-0.20962761,-0.08849362,aspcapStar-r5-v603-2M05110316+3333147.fits,2M05110316+3333147
apStar-r5-2M05110343+3859272.fits,2M05110343+3859272,4931.5854,2.7988007,-0.06345955,0.01505083,-0.054534458,-0.16863546,-0.261267,-0.068416424,-0.19503705,-0.14297062,-0.01680176,0.062412187,-0.12417643,0.17460299,-0.05233688,0.10515419,0.08662173,-0.1631533,-0.023755722,aspcapStar-r5-v603-2M05110343+3859272.fits,2M05110343+3859272
apStar-r5-2M05110421+3328170.fits,2M05110421+3328170,4915.44,2.8643818,0.07419143,0.024817774,0.104577124,-0.06990134,-0.13007301,0.040981874,-0.09603881,-0.035957463,0.12401789,4.477809E-4,-0.012135584,0.20465699,0.07883167,0.22176535,0.16561489,-0.034637123,0.0046280436,aspcapStar-r5-v603-2M05110421+3328170.fits,2M05110421+3328170
apStar-r5-2M05110671+3330095.fits,2M05110671+3330095,4980.2207,2.797888,-0.34797713,0.09703337,-0.111541085,-0.3591555,-0.364757,-0.3229693,-0.32957262,-0.290001,-0.25291774,0.052570928,-0.28710523,-0.113790005,-0.20446098,-0.095506355,-0.103840664,-0.4221605,-0.20912674,aspcapStar-r5-v603-2M05110671+3330095.fits,2M05110671+3330095
apStar-r5-2M05110962+3240061.fits,2M05110962+3240061,4904.776,2.7613907,-0.41770616,0.08207573,-0.1941256,-0.408538,-0.356681,-0.3446794,-0.5219087,-0.30776095,-0.33056912,-0.2579933,-0.3995176,-0.321335,-0.19796634,-0.05299145,-0.15036197,-0.45622978,-1.8299141,aspcapStar-r5-v603-2M05110962+3240061.fits,2M05110962+3240061
apStar-r5-2M05110978+3305223.fits,2M05110978+3305223,4897.7993,2.6176825,-0.30606914,0.0682871,-0.056180943,-0.32232416,-0.363193,-0.25194684,-0.39240927,-0.29232824,-0.213629,-0.21148786,-0.32871705,-0.16410002,-0.105296016,0.032274723,0.04824677,-0.35789528,-1.3587539,aspcapStar-r5-v603-2M05110978+3305223.fits,2M05110978+3305223
apStar-r5-2M05111009+3756527.fits,2M05111009+3756527,4946.5347,2.7666373,0.07064083,0.046242744,0.18001203,-0.01939211,-0.105759,0.07907684,-0.121240236,0.08216249,0.021429718,0.11464394,-0.037147354,0.187311,0.102966204,0.3838003,0.093192376,-0.10878214,0.11784795,aspcapStar-r5-v603-2M05111009+3756527.fits,2M05111009+3756527
apStar-r5-2M05111871+3209252.fits,2M05111871+3209252,5072.907,2.7632155,-0.04756675,0.08679549,0.117993146,-0.20529658,-0.23108801,-0.050550636,-0.3140244,-0.10078551,0.004835218,0.014471412,-0.075244166,0.171752,0.04128196,0.22192615,0.13759774,-0.046132997,-0.3574454,aspcapStar-r5-v603-2M05111871+3209252.fits,2M05111871+3209252
apStar-r5-2M05111896+2516185.fits,2M05111896+2516185,4461.1763,2.4163764,0.25896338,0.021496281,0.300764,0.117959805,0.19070649,0.1593938,0.070949264,0.18961439,0.30895463,0.12106721,0.1770187,0.38072997,0.19828783,0.2781549,0.13496855,0.19484073,0.049857773,aspcapStar-r5-v603-2M05111896+2516185.fits,2M05111896+2516185
apStar-r5-2M05112326+3330178.fits,2M05112326+3330178,4826.1416,2.7034512,-0.08158381,0.04751167,0.041858487,-0.14437889,-0.23347,-0.081445605,-0.2629414,-0.1424969,-0.0588687,-0.13302463,-0.12559739,0.046589993,-0.01847972,0.0806177,-0.070386894,-0.09862113,-0.24886815,aspcapStar-r5-v603-2M05112326+3330178.fits,2M05112326+3330178
apStar-r5-2M05112483+3215597.fits,2M05112483+3215597,4625.022,2.1306703,-0.4326768,0.06418286,-0.15915208,-0.41402817,-0.50269,-0.35170648,-0.56895125,-0.38593736,-0.35955858,-0.34043586,-0.44561195,-0.19419,-0.29205692,-0.14520785,-0.25038946,-0.455363,-0.7141992,aspcapStar-r5-v603-2M05112483+3215597.fits,2M05112483+3215597
apStar-r5-2M05114817+3212255.fits,2M05114817+3212255,4868.598,2.5759387,-0.37444314,0.08675724,-0.15375687,-0.39142895,-0.41189402,-0.32070863,-0.4115908,-0.32399052,-0.30912593,-0.41681692,-0.35968626,-0.21346001,-0.1952552,-0.03816718,-0.0963504,-0.440828,-0.2447632,aspcapStar-r5-v603-2M05114817+3212255.fits,2M05114817+3212255
apStar-r5-2M05115476+3823434.fits,2M05115476+3823434,4580.472,2.396645,0.005906446,0.17707759,0.34833217,0.040206205,0.069383,0.010920325,-0.05430699,0.16205439,-0.041098326,0.14789505,-0.06757098,0.153759,0.18160367,0.32520288,0.22862366,-0.004836809,0.123703934,aspcapStar-r5-v603-2M05115476+3823434.fits,2M05115476+3823434
apStar-r5-2M05115688+3847498.fits,2M05115688+3847498,4673.857,2.417403,-0.1703123,0.05766229,-0.030133545,-0.21064097,-0.180712,-0.15204425,-0.19890769,-0.1801887,-0.15783936,-0.169054,-0.17214592,-0.028899997,-0.08315443,0.03160876,0.009009168,-0.23677373,-0.4477207,aspcapStar-r5-v603-2M05115688+3847498.fits,2M05115688+3847498
apStar-r5-2M05115862+3318068.fits,2M05115862+3318068,4696.6797,2.4682713,-0.21136254,0.07867828,-0.011149509,-0.19481242,-0.242084,-0.19062671,-0.25762916,-0.20601238,-0.112968884,-0.13675912,-0.23516162,-0.04434,-0.12026618,-0.017760813,0.012089208,-0.18246844,-0.5041749,aspcapStar-r5-v603-2M05115862+3318068.fits,2M05115862+3318068
apStar-r5-2M05120128+2527148.fits,2M05120128+2527148,5035.235,3.1224866,-0.25677636,0.07598208,-0.1305148,-0.07635333,-0.2505089,-0.2498939,-0.27295515,-0.17658746,-0.17097312,-0.04649217,-0.24833909,-0.219666,-0.20135608,-0.12807135,-0.15406296,-0.1933235,-0.13418016,aspcapStar-r5-v603-2M05120128+2527148.fits,2M05120128+2527148
apStar-r5-2M05120247+2453278.fits,2M05120247+2453278,5017.6943,2.8300517,-0.30763018,0.040454198,-0.12030028,-0.29712203,-0.30141902,-0.2688681,-0.378431,-0.32486215,-0.26021343,-0.4892896,-0.29373512,-0.27053902,-0.21256447,-0.09668392,-0.14943004,-0.3507414,-0.27085733,aspcapStar-r5-v603-2M05120247+2453278.fits,2M05120247+2453278
apStar-r5-2M05120876+3401445.fits,2M05120876+3401445,4956.4014,2.9623547,0.07698616,0.019914523,3.7710927E-4,-0.06589134,-0.040656,0.0049998118,-0.16622694,-0.067490496,0.12797612,0.06768638,0.026565265,0.106266,0.07183898,0.11638168,0.09620812,-0.026442287,-0.009102665,aspcapStar-r5-v603-2M05120876+3401445.fits,2M05120876+3401445
apStar-r5-2M05120921+3852014.fits,2M05120921+3852014,4986.1006,2.6742535,-0.30753306,0.09607025,-0.03897707,-0.2539549,-0.50322,-0.28672272,-0.3167725,-0.2549884,-0.2262741,-0.19089024,-0.30510247,-0.05099,-0.0821034,-0.07440515,-0.117443606,-0.23738727,-0.9168318,aspcapStar-r5-v603-2M05120921+3852014.fits,2M05120921+3852014
apStar-r5-2M05121145+3420181.fits,2M05121145+3420181,5155.528,2.9710226,-0.2110163,0.03656734,0.19436914,-0.30269265,-0.197414,-0.20162304,-0.3818186,-0.28173214,-0.15440542,-0.14286968,-0.15467755,-0.148042,-0.16239844,-0.012592852,-0.11126365,-0.3574978,-0.29036286,aspcapStar-r5-v603-2M05121145+3420181.fits,2M05121145+3420181
apStar-r5-2M05121363+3319104.fits,2M05121363+3319104,4918.5293,2.5008907,-0.41742766,0.076684415,-0.210614,-0.41515136,-0.431573,-0.36222553,-0.48713687,-0.3641317,-0.3555104,-0.3074243,-0.39693356,-0.08715001,-0.26504564,-0.078577936,-0.21971758,-0.42583925,-0.5141899,aspcapStar-r5-v603-2M05121363+3319104.fits,2M05121363+3319104
apStar-r5-2M05121387+3206461.fits,2M05121387+3206461,4732.359,2.5320277,0.2277904,0.0206758,0.2308369,0.05536876,0.014650002,0.17139484,-0.016313981,0.10209094,0.31890506,0.16045417,0.1619049,0.45995998,0.16706826,0.3385146,0.24826753,0.15485293,0.09886767,aspcapStar-r5-v603-2M05121387+3206461.fits,2M05121387+3206461
apStar-r5-2M05123924+2418428.fits,2M05123924+2418428,4659.206,2.2083414,-0.15160294,0.040175453,-0.020500313,-0.16169211,-0.21511301,-0.11026793,-0.3145508,-0.14292264,-0.18178317,-0.14471357,-0.21199176,-0.1498772,-0.12654768,0.08476676,-0.14758262,-0.17413525,-0.20305428,aspcapStar-r5-v603-2M05123924+2418428.fits,2M05123924+2418428
apStar-r5-2M05124294+3915325.fits,2M05124294+3915325,4961.0854,2.7421157,-0.3562284,0.07896277,-0.102719806,-0.36044234,-0.368534,-0.31941205,-0.32231176,-0.32648966,-0.30398718,-0.007664861,-0.33392,-0.20369999,-0.21984282,-0.08328077,0.18170795,-0.42646495,-0.1363273,aspcapStar-r5-v603-2M05124294+3915325.fits,2M05124294+3915325
apStar-r5-2M05124955+2513398.fits,2M05124955+2513398,4473.7334,1.8935517,-0.5472966,0.10455441,-0.28302938,-0.4694536,-0.4762682,-0.4774888,-0.60274184,-0.45476168,-0.47865364,-0.4839846,-0.5240663,-0.27564,-0.3069948,-0.2793963,-0.2747082,-0.5713615,-0.7114547,aspcapStar-r5-v603-2M05124955+2513398.fits,2M05124955+2513398
apStar-r5-2M05125088+2435549.fits,2M05125088+2435549,4924.111,2.6599965,-0.4859074,0.073191926,-0.2248977,-0.47417712,-0.368034,-0.40439555,-0.5029304,-0.38470316,-0.4170385,-0.2928607,-0.502898,-0.370638,-0.35408393,-0.21423289,-0.3003426,-0.48791286,-0.18036805,aspcapStar-r5-v603-2M05125088+2435549.fits,2M05125088+2435549
apStar-r5-2M05125432+2413212.fits,2M05125432+2413212,4895.2085,2.5948715,-0.32730225,0.089499444,-0.05891592,-0.3328176,-0.3077525,-0.27907073,-0.4114783,-0.29980728,-0.30397376,-0.17466955,-0.33010992,-0.19135,-0.10187729,-0.00348863,-0.1253177,-0.34160295,-0.17691427,aspcapStar-r5-v603-2M05125432+2413212.fits,2M05125432+2413212
apStar-r5-2M05130246+2452329.fits,2M05130246+2452329,5095.132,3.1044662,0.017314952,0.014682845,0.06311672,-0.07143299,-0.054684,-0.002135316,-0.14952333,-0.0033507645,0.09677855,-0.031728085,-0.025071405,0.125074,0.0014955364,0.12806624,0.103705674,-0.06752375,0.28085417,aspcapStar-r5-v603-2M05130246+2452329.fits,2M05130246+2452329
apStar-r5-2M05130731+3834081.fits,2M05130731+3834081,4704.1543,2.5517588,0.1864017,0.040801894,0.3039517,0.06801525,0.133313,0.109588414,-0.031293757,0.08769277,0.28988385,-0.07055823,0.15848991,0.24557999,0.22578186,0.29301324,0.11802933,0.12325843,-0.025039542,aspcapStar-r5-v603-2M05130731+3834081.fits,2M05130731+3834081
apStar-r5-2M05130837+3812160.fits,2M05130837+3812160,3969.937,0.82144094,-0.3914658,0.060022928,-0.32825407,-0.27007195,-0.44523,-0.3345288,-0.4346074,-0.13310671,-0.39112407,-0.24273337,-0.4091121,-0.05236,-0.15365808,-0.11584073,-0.1770173,-0.26378244,-0.4190744,aspcapStar-r5-v603-2M05130837+3812160.fits,2M05130837+3812160
apStar-r5-2M05130984+3136172.fits,2M05130984+3136172,4948.428,2.7465637,-0.029223017,0.027165841,0.05734498,-0.21259965,-0.17462,-0.032086,-0.15250325,-0.10929436,-0.014124475,-0.13333482,-0.08505738,0.096,0.021283537,0.16135834,0.109237716,-0.14270496,-0.033772558,aspcapStar-r5-v603-2M05130984+3136172.fits,2M05130984+3136172
apStar-r5-2M05131169+2411228.fits,2M05131169+2411228,4709.8354,2.6172261,0.012316072,0.073958196,0.18081261,-0.074957415,-0.063814,0.0054493286,-0.122314766,-0.012612065,0.10016337,-0.008591323,-0.014523097,0.183854,0.06717185,0.21894437,0.120423526,-0.060387947,-0.26272696,aspcapStar-r5-v603-2M05131169+2411228.fits,2M05131169+2411228
apStar-r5-2M05132062+2400356.fits,2M05132062+2400356,4954.109,2.799941,-0.2954301,0.032465134,-0.041616164,-0.20837429,-0.06267001,-0.2196795,-0.36878228,-0.2367939,-0.35534707,-0.21092112,-0.41374943,-0.57505,-0.17002247,-0.11494459,-0.13667327,-0.36861044,-1.1743472,aspcapStar-r5-v603-2M05132062+2400356.fits,2M05132062+2400356
apStar-r5-2M05132354+3348081.fits,2M05132354+3348081,4605.189,2.2587535,-0.14351825,0.028881704,-0.096600816,-0.18984583,-0.26935,-0.13450795,-0.32709244,-0.19620354,-0.08768295,-0.18734881,-0.18501365,0.09515999,-0.10254075,0.0014033616,0.0028410107,-0.25580996,-0.37242368,aspcapStar-r5-v603-2M05132354+3348081.fits,2M05132354+3348081
apStar-r5-2M05132381+3231251.fits,2M05132381+3231251,4552.766,2.322738,0.25374612,0.02251966,0.2812999,0.14235833,0.067559995,0.19834056,0.037628125,0.2073135,0.3021883,0.23667698,0.13473314,0.45022,0.20196067,0.37769276,0.36106774,0.15146978,0.064733274,aspcapStar-r5-v603-2M05132381+3231251.fits,2M05132381+3231251
apStar-r5-2M05132940+3820391.fits,2M05132940+3820391,4787.9707,2.5985212,-0.26760575,0.120526284,-0.03375534,-0.2196903,-0.15059999,-0.19780655,-0.273135,0.01875186,-0.2521369,-0.08840153,-0.35949442,-0.271316,-0.15606317,0.08173093,-0.11675064,-0.29913372,-0.57665145,aspcapStar-r5-v603-2M05132940+3820391.fits,2M05132940+3820391
apStar-r5-2M05133181+3158020.fits,2M05133181+3158020,4571.802,2.1981907,-0.072552025,0.06272746,0.12648402,-0.14572103,-0.257993,-0.06732221,-0.16180633,-0.08410987,-0.015849842,-0.007161301,-0.12560453,0.271597,-0.016743742,0.12798217,0.033782117,-0.09278609,-0.23534688,aspcapStar-r5-v603-2M05133181+3158020.fits,2M05133181+3158020
apStar-r5-2M05134249+2547330.fits,2M05134249+2547330,4776.8086,2.4378185,-0.14392026,0.08512927,0.07785507,-0.15809253,-0.202383,-0.14368649,-0.35612786,-0.16653696,-0.095850766,-0.1637368,-0.12924553,-0.024049997,-0.0763916,0.03906083,-0.060940616,-0.1623295,-0.15790515,aspcapStar-r5-v603-2M05134249+2547330.fits,2M05134249+2547330
