FILE,APOGEE_ID,TEFF,LOGG,PARAM_M_H,PARAM_ALPHA_M,AL_H,CA_H,C_H,FE_H,K_H,MG_H,MN_H,NA_H,NI_H,N_H,O_H,SI_H,S_H,TI_H,V_H,col1,2mass
apStar-r5-2M16553850+4723287.fits,2M16553850+4723287,4366.297,1.0539978,-1.8409532,0.28024167,-1.8475829,-1.395667,-2.00919,-1.5909157,-2.0637877,-1.6012441,-1.7706679,-1.8114448,-1.7271357,-1.523008,-1.2623092,-1.1271408,-1.3887992,-1.621887,-2.1797073,aspcapStar-r5-v603-2M16553850+4723287.fits,2M16553850+4723287
apStar-r5-2M16561295+4715246.fits,2M16561295+4715246,5177.155,3.656261,-0.10041759,0.10990481,0.3786223,-0.05253368,-0.039053,-0.11373189,-0.31636503,-7.259697E-4,-0.1638217,-0.11078556,-0.06898227,-0.177597,0.25180745,0.10727295,-0.12021085,-0.21835786,-0.046509527,aspcapStar-r5-v603-2M16561295+4715246.fits,2M16561295+4715246
apStar-r5-2M16562226+4727064.fits,2M16562226+4727064,5074.701,3.9437933,0.028819164,0.0063416897,0.34714752,0.17696176,-0.0212949,-0.023070015,-0.04735098,-0.021747418,0.08098544,0.10318758,-0.07874062,-0.081235,-0.0035669785,0.016993104,-0.094518945,0.03670395,-0.2621766,aspcapStar-r5-v603-2M16562226+4727064.fits,2M16562226+4727064
apStar-r5-2M17033982+5841295.fits,2M17033982+5841295,4814.182,2.100446,-0.7119704,0.3080813,-0.36146572,-0.72625536,-0.717145,-0.6023908,-0.58921087,-0.39769718,-0.71890706,-0.8222524,-0.6618878,-0.2218,-0.2622424,-0.092898786,-0.09126401,-0.57247263,-0.53296345,aspcapStar-r5-v603-2M17033982+5841295.fits,2M17033982+5841295
apStar-r5-2M17040246+5827050.fits,2M17040246+5827050,4916.237,3.1325235,-0.4811902,0.23018312,0.117760725,-0.01635331,-0.32466,-0.41164288,-0.2757722,-0.193555,-0.43830356,-0.6929258,-0.48353922,-0.60525,-0.17707908,-0.10303524,-0.12582996,-0.2829864,-1.8047774,aspcapStar-r5-v603-2M17040246+5827050.fits,2M17040246+5827050
apStar-r5-2M17041577+5851453.fits,2M17041577+5851453,4609.873,2.4059975,0.37675947,0.04046905,0.31665227,0.14030425,0.2641026,0.28583217,0.09661374,0.3830883,0.41954476,0.26582426,0.2754801,0.58013,0.31068644,0.5494199,0.38404986,0.28306738,0.20978871,aspcapStar-r5-v603-2M17041577+5851453.fits,2M17041577+5851453
apStar-r5-2M17044007+5839306.fits,2M17044007+5839306,5008.7246,3.2328913,-0.14499167,0.03526767,-0.11448218,-0.21387863,-0.17972401,-0.12768625,-0.2708931,-0.15503661,-0.13932474,-0.20230548,-0.17781296,-0.1654257,-0.09201372,0.017331198,0.04573837,-0.26670128,-0.11685132,aspcapStar-r5-v603-2M17044007+5839306.fits,2M17044007+5839306
apStar-r5-2M17045222+5828221.fits,2M17045222+5828221,4868.9966,3.259808,0.3735616,0.047456414,0.07387042,0.42113957,0.236579,0.2969835,0.062793486,0.27181372,0.41762632,0.42431334,0.24583344,0.35896,0.20538993,0.40937105,0.3756457,0.42084688,0.25059766,aspcapStar-r5-v603-2M17045222+5828221.fits,2M17045222+5828221
apStar-r5-2M17053740+5855126.fits,2M17053740+5855126,4880.8564,3.156589,0.060940363,0.070963986,0.077244036,-0.01935308,-0.047119,0.06712118,-0.12507765,0.11921745,0.08756912,0.05285308,0.010486472,0.19182,0.06938931,0.30096552,0.14616378,-0.028630834,-1.2297648,aspcapStar-r5-v603-2M17053740+5855126.fits,2M17053740+5855126
apStar-r5-2M17055123+5857347.fits,2M17055123+5857347,4663.8906,2.3445222,-0.8598078,0.2839368,-0.37909722,-0.56937784,-0.673751,-0.72591776,-0.7715456,-0.35117874,-0.78499633,-0.3889505,-0.82152796,-0.90384996,-0.43532747,-0.40910664,-0.4056326,-0.7289982,-1.2058219,aspcapStar-r5-v603-2M17055123+5857347.fits,2M17055123+5857347
apStar-r5-2M17074184+5846253.fits,2M17074184+5846253,4787.4727,3.0040982,0.1132956,0.10559131,0.30552778,-0.009833936,0.060798,0.11577578,-0.022865921,0.16881655,0.06352825,0.13849014,0.035076477,0.27338,0.13801342,0.30806065,0.26798925,0.084326774,0.09256297,aspcapStar-r5-v603-2M17074184+5846253.fits,2M17074184+5846253
apStar-r5-2M17082850+5905294.fits,2M17082850+5905294,4806.6074,2.5308871,-0.06325599,0.07303489,0.07261447,-0.16992417,-0.18556,-0.03118449,-0.22692882,-0.05331381,-0.0772804,-0.089224376,-0.10473182,0.038804993,0.0086202845,0.22410005,0.08531566,-0.07873445,-0.45365953,aspcapStar-r5-v603-2M17082850+5905294.fits,2M17082850+5905294
apStar-r5-2M17091879+4351406.fits,2M17091879+4351406,4734.2524,2.0050964,-1.2217504,0.20979992,-1.1468861,-0.89561284,-1.51992,-1.0382799,-1.0148829,-0.9133559,-1.2172241,-1.6891047,-1.1404791,-0.73762,-0.8001254,-0.6847363,-0.64757615,-1.0768828,-1.7939178,aspcapStar-r5-v603-2M17091879+4351406.fits,2M17091879+4351406
apStar-r5-2M17095523+4834196.fits,2M17095523+4834196,4878.465,3.27224,0.09019413,0.16266392,0.3800762,0.20125182,0.15101,0.030923337,0.017787568,0.117856994,0.110062465,0.029668523,0.06419539,0.066658005,0.18344358,0.2600162,0.23244736,0.14148588,-0.0506698,aspcapStar-r5-v603-2M17095523+4834196.fits,2M17095523+4834196
apStar-r5-2M17095827+5838562.fits,2M17095827+5838562,4782.988,2.5667002,-0.09442713,0.08095554,0.05717183,-0.18942975,-0.165127,-0.0843963,-0.20623396,-0.10923569,-0.05586339,-0.026145784,-0.10799545,-0.034153,-0.0056572035,0.14564823,0.06490846,-0.22075178,-0.522157,aspcapStar-r5-v603-2M17095827+5838562.fits,2M17095827+5838562
apStar-r5-2M17100390+5835349.fits,2M17100390+5835349,4602.797,2.4890292,-0.22530416,0.22805361,-0.13510267,0.13063112,-0.09758,-0.19885081,-0.19223236,0.021278977,-0.21863571,-0.20004037,-0.16526179,-0.08391,0.071683526,0.09639403,0.08334464,-0.15328233,-0.23804878,aspcapStar-r5-v603-2M17100390+5835349.fits,2M17100390+5835349
apStar-r5-2M17100837+4755547.fits,2M17100837+4755547,4760.6636,2.463481,-0.23176116,0.23969053,0.085398674,-0.18661664,-0.06726,-0.19384316,-0.1891296,0.10438521,-0.27206302,-0.26239735,-0.21480763,-0.194743,0.0036039501,0.15759806,0.0042584985,-0.109517254,-0.5246343,aspcapStar-r5-v603-2M17100837+4755547.fits,2M17100837+4755547
apStar-r5-2M17101411+5852045.fits,2M17101411+5852045,4648.044,2.3895736,-0.48502627,0.28097245,0.07209112,-0.26186436,-0.395053,-0.38373783,-0.35652357,-0.11327341,-0.48951694,-1.0631609,-0.33624282,-0.45166,-0.12325308,-0.055513263,-0.091501385,-0.35973495,-1.460138,aspcapStar-r5-v603-2M17101411+5852045.fits,2M17101411+5852045
apStar-r5-2M17101909+5803136.fits,2M17101909+5803136,4785.579,2.6449413,0.22125065,0.04221621,0.26884082,0.0630106,0.1385508,0.15572062,-0.013684912,0.0968914,0.31217945,0.0689439,0.17142749,0.37098,0.15832108,0.36195165,0.28614295,0.14197099,0.121008486,aspcapStar-r5-v603-2M17101909+5803136.fits,2M17101909+5803136
apStar-r5-2M17103152+4919301.fits,2M17103152+4919301,4010.7988,0.8901018,-0.7418122,0.06841377,-0.7143777,-0.62338895,-0.74468,-0.5769994,-0.7897101,-0.58552676,-0.76482046,-1.0016767,-0.71674967,-0.43605995,-0.50968707,-0.37919843,-0.43778005,-0.7104281,-1.0809828,aspcapStar-r5-v603-2M17103152+4919301.fits,2M17103152+4919301
apStar-r5-2M17103346+4322475.fits,2M17103346+4322475,4900.789,2.587458,-0.65323955,0.27213994,-0.22509865,-0.49520627,-0.511969,-0.5746308,-0.42295188,-0.3701194,-0.6601619,-0.2955659,-0.5243844,-0.525993,-0.18842757,-0.18820363,-0.048802614,-0.4257946,-1.7480224,aspcapStar-r5-v603-2M17103346+4322475.fits,2M17103346+4322475
apStar-r5-2M17104280+4750487.fits,2M17104280+4750487,4172.552,0.7737664,-1.3607304,0.27699867,-1.3370798,-0.99109375,-1.47087,-1.171376,-1.1303887,-1.0580183,-1.3979555,-1.7595712,-1.2677811,-0.58846,-0.79825073,-0.6852544,-0.7462995,-1.1645303,-1.6658376,aspcapStar-r5-v603-2M17104280+4750487.fits,2M17104280+4750487
apStar-r5-2M17104355+4213039.fits,2M17104355+4213039,4595.422,2.4540143,0.3292809,0.065008804,0.32726866,0.11804555,0.265529,0.23112959,0.17431882,0.2520035,0.43291214,0.18814482,0.2123591,0.48760003,0.29590178,0.401722,0.4274873,0.28989133,0.1352606,aspcapStar-r5-v603-2M17104355+4213039.fits,2M17104355+4213039
apStar-r5-2M17104889+4417206.fits,2M17104889+4417206,4838.101,2.5753682,-0.35696968,0.19654204,-0.05264032,-0.2914764,-0.21101,-0.33802238,-0.31014192,-0.2067926,-0.36305034,-1.0766368,-0.30832693,-0.38284698,-0.093795046,-0.03718576,-0.11146976,-0.284848,-0.4653928,aspcapStar-r5-v603-2M17104889+4417206.fits,2M17104889+4417206
apStar-r5-2M17105086+4905406.fits,2M17105086+4905406,4390.116,2.1214318,-0.2653828,0.20896962,0.0034488728,-0.18583313,-0.11151,-0.24516276,-0.2431634,-0.09497064,-0.2330017,-0.21399917,-0.23990718,-0.153858,0.011008784,0.03913015,0.04732102,-0.039394855,-0.3250443,aspcapStar-r5-v603-2M17105086+4905406.fits,2M17105086+4905406
apStar-r5-2M17105295+4842171.fits,2M17105295+4842171,4803.5186,2.8241205,-0.8667537,0.25592226,-0.47460538,-0.6059332,-0.7507946,-0.74491304,-0.5982307,-0.4721787,-0.82517797,-1.1052593,-0.7829268,-0.95723003,-0.47589543,-0.3626686,-0.33359393,-0.66912925,-1.8369086,aspcapStar-r5-v603-2M17105295+4842171.fits,2M17105295+4842171
apStar-r5-2M17111473+4329010.fits,2M17111473+4329010,4678.74,2.7064166,-0.36090624,0.19227323,-0.0607133,-0.28911763,-0.233277,-0.32025304,-0.29045334,-0.17178471,-0.36748147,-0.2797208,-0.3456273,-0.262565,-0.12395467,-0.10683057,-0.021153957,-0.2930659,-0.6542329,aspcapStar-r5-v603-2M17111473+4329010.fits,2M17111473+4329010
apStar-r5-2M17112664+4418407.fits,2M17112664+4418407,4856.439,2.6982048,-0.1920042,0.08278227,-0.016550232,-0.22890869,-0.176447,-0.18631394,-0.33770943,-0.19198944,-0.12731549,-0.22689486,-0.18163155,-0.14156601,-0.08961743,0.054072186,-0.0099505335,-0.21643297,-0.23280397,aspcapStar-r5-v603-2M17112664+4418407.fits,2M17112664+4418407
apStar-r5-2M17112825+4920321.fits,2M17112825+4920321,4810.694,2.9479837,-0.4524137,0.2625335,-0.3857859,-0.25742587,-0.29342,-0.42013454,-0.27000105,-0.1465343,-0.462287,-0.1871647,-0.38848257,-0.434725,-0.11421719,-0.12908071,-0.1466246,-0.25299236,-0.4690534,aspcapStar-r5-v603-2M17112825+4920321.fits,2M17112825+4920321
apStar-r5-2M17114410+5448302.fits,2M17114410+5448302,4369.4863,2.1055787,-0.45609528,0.1976511,-0.122536466,-0.30690283,-0.28747,-0.43274853,-0.2376912,-0.2324082,-0.4830196,-0.6449226,-0.41153818,-0.40046102,-0.1717623,-0.21971506,-0.06936067,-0.41646644,-0.5824705,aspcapStar-r5-v603-2M17114410+5448302.fits,2M17114410+5448302
apStar-r5-2M17115070+4827165.fits,2M17115070+4827165,4790.4624,2.457664,-0.37723354,0.22767615,-0.09592492,-0.28856605,-0.20874,-0.3237182,-0.24664055,-0.17725162,-0.38980266,-0.37493792,-0.33534393,-0.3390253,-0.08105117,0.043672293,-0.045000225,-0.2357882,-0.44793868,aspcapStar-r5-v603-2M17115070+4827165.fits,2M17115070+4827165
apStar-r5-2M17115210+4843551.fits,2M17115210+4843551,4384.934,2.1481206,-0.22121151,0.2017743,0.0582569,-0.17114085,-0.09967001,-0.22234057,-0.17007148,-0.054553792,-0.22406127,-0.23918255,-0.214663,-0.107719004,0.018246189,0.0039533526,0.08836207,-0.040288314,-0.33502522,aspcapStar-r5-v603-2M17115210+4843551.fits,2M17115210+4843551
apStar-r5-2M17115458+5444555.fits,2M17115458+5444555,4785.18,2.9190137,0.20114064,0.13720801,0.0475615,0.10770791,0.26786,0.13714847,0.09934575,0.21022314,0.28668708,-0.09783135,0.15702777,0.27203,0.22424497,0.3041634,0.21675687,0.25302505,0.39530256,aspcapStar-r5-v603-2M17115458+5444555.fits,2M17115458+5444555
apStar-r5-2M17115926+4401168.fits,2M17115926+4401168,4886.5376,3.1416478,0.15422182,0.08157329,0.2602269,0.027515262,0.134845,0.09604868,-0.03961165,0.10538372,0.25308663,0.13295479,0.06951547,0.25124902,0.1434243,0.21589361,0.21806179,0.2100608,0.07833582,aspcapStar-r5-v603-2M17115926+4401168.fits,2M17115926+4401168
apStar-r5-2M17120265+4214482.fits,2M17120265+4214482,4133.5835,1.0869594,-1.0566027,0.15103592,-1.0670693,-0.7309481,-1.14083,-0.8839001,-0.8001191,-0.810283,-1.1327984,-1.1750966,-1.0147276,-0.841456,-0.6573794,-0.5927876,-0.59652036,-0.94349563,-1.3031627,aspcapStar-r5-v603-2M17120265+4214482.fits,2M17120265+4214482
apStar-r5-2M17120395+5424123.fits,2M17120395+5424123,4801.226,2.5363617,0.003173899,0.16509798,0.34249935,0.03322487,0.012515001,0.008862718,0.05759794,0.07131392,-0.045048155,0.2584291,-0.037178513,0.259989,0.16095015,0.36309314,0.2559527,-0.059835363,-0.80070597,aspcapStar-r5-v603-2M17120395+5424123.fits,2M17120395+5424123
apStar-r5-2M17122918+4901327.fits,2M17122918+4901327,4821.458,2.598407,-0.49072006,0.22834532,-0.1084416,-0.40798497,-0.32196,-0.42982674,-0.44310656,-0.23604774,-0.53016543,-0.3484577,-0.4232611,-0.4403368,-0.19059491,-0.12852883,-0.04390073,-0.31285447,-0.63185054,aspcapStar-r5-v603-2M17122918+4901327.fits,2M17122918+4901327
apStar-r5-2M17124041+4749472.fits,2M17124041+4749472,4869.3955,3.032384,-0.17295265,0.08294259,-0.09090028,-0.23246191,-0.23021701,-0.15481436,-0.2932642,-0.09666055,-0.09689142,-0.2275864,-0.17920688,-0.028630003,-0.08161296,0.11700924,0.031851754,-0.27361825,-1.8493015,aspcapStar-r5-v603-2M17124041+4749472.fits,2M17124041+4749472
apStar-r5-2M17124778+4421535.fits,2M17124778+4421535,4127.006,1.371639,-0.72602063,0.22654146,-0.40301132,-0.46441063,-0.505615,-0.6306755,-0.5679013,-0.45130104,-0.74806607,-0.8001509,-0.5930373,-0.55943304,-0.35129195,-0.37327322,-0.26764554,-0.5761222,-0.7876117,aspcapStar-r5-v603-2M17124778+4421535.fits,2M17124778+4421535
apStar-r5-2M17125878+4430550.fits,2M17125878+4430550,4823.75,2.8167071,-0.7669735,0.2503596,-0.39558634,-0.500045,-0.631132,-0.67138946,-0.39397126,-0.37769136,-0.76086235,-1.0829462,-0.6539655,-0.80002,-0.37927145,-0.3733616,-0.24933833,-0.61113244,-1.9149132,aspcapStar-r5-v603-2M17125878+4430550.fits,2M17125878+4430550
apStar-r5-2M17131909+4817023.fits,2M17131909+4817023,4640.7686,2.3692722,0.25417593,0.024709424,0.267821,0.11165023,0.11039999,0.20978808,0.068610154,0.16109812,0.28925142,0.057476405,0.16076045,0.34337997,0.19585642,0.3486367,0.24593031,0.16685987,0.084430166,aspcapStar-r5-v603-2M17131909+4817023.fits,2M17131909+4817023
apStar-r5-2M17132693+4331558.fits,2M17132693+4331558,4929.5923,2.6816669,-0.37851804,0.10992764,-0.140776,-0.39323702,-0.274277,-0.32428113,-0.41152862,-0.32605162,-0.35070717,-0.3306671,-0.33164483,-0.333566,-0.18861549,-0.07515991,-0.12794161,-0.3745287,-0.48064393,aspcapStar-r5-v603-2M17132693+4331558.fits,2M17132693+4331558
apStar-r5-2M17133452+4718532.fits,2M17133452+4718532,4768.935,2.5884845,-0.6728369,0.27565247,-0.32510346,-0.24119592,-0.55729604,-0.5802138,-0.39773956,-0.37662476,-0.65899575,-0.49760196,-0.61135674,-0.63910604,-0.28018576,-0.21394145,-0.12323803,-0.46738794,-2.0196543,aspcapStar-r5-v603-2M17133452+4718532.fits,2M17133452+4718532
apStar-r5-2M17134223+4428307.fits,2M17134223+4428307,4215.8057,1.5800163,-0.63243175,0.2256416,-0.2962836,-0.4542377,-0.43678,-0.5626237,-0.3726116,-0.33707187,-0.6592583,-0.5466129,-0.5453607,-0.501598,-0.27050292,-0.2875028,-0.22684583,-0.5557493,-0.78685105,aspcapStar-r5-v603-2M17134223+4428307.fits,2M17134223+4428307
apStar-r5-2M17134382+4318289.fits,2M17134382+4318289,4887.9326,2.6269207,-0.46348166,0.22285943,-0.09681903,-0.40108192,-0.31408,-0.41424483,-0.35223258,-0.28985226,-0.4287054,-0.4125043,-0.37362668,-0.396112,-0.17339477,-0.11758864,-0.109830976,-0.32535413,-0.55028725,aspcapStar-r5-v603-2M17134382+4318289.fits,2M17134382+4318289
apStar-r5-2M17134555+5435015.fits,2M17134555+5435015,4821.2583,2.738124,-0.4292481,0.26178974,-0.15708075,-0.01925823,-0.13067001,-0.30699784,-0.32937574,-0.17348787,-0.6066566,-0.4513178,-0.33703598,-0.60627,0.013406515,0.01917705,0.06320122,-0.48029295,-2.126956,aspcapStar-r5-v603-2M17134555+5435015.fits,2M17134555+5435015
apStar-r5-2M17134600+4726202.fits,2M17134600+4726202,5060.5493,3.5824678,-0.35989055,0.09189094,-0.19023235,-0.36190847,-0.33205348,-0.313368,-0.39196214,-0.21722302,-0.3043284,-0.30901167,-0.34746426,-0.5769,-0.2529478,-0.12322058,-0.11045244,-0.43702638,-0.13000154,aspcapStar-r5-v603-2M17134600+4726202.fits,2M17134600+4726202
apStar-r5-2M17135180+4144065.fits,2M17135180+4144065,4745.6143,2.5609972,0.1595265,0.07037052,0.2722356,0.027811892,0.059933,0.12684102,-0.10925099,0.086150035,0.21809092,0.016385825,0.08380486,0.300932,0.10098628,0.33279985,0.20893386,0.07449037,0.2009813,aspcapStar-r5-v603-2M17135180+4144065.fits,2M17135180+4144065
apStar-r5-2M17143305+4717243.fits,2M17143305+4717243,4861.6216,3.0218906,-0.59373665,0.2686916,-0.16987723,-0.41329598,-0.41592002,-0.51031613,-0.36622134,-0.28261828,-0.5297858,-0.29044148,-0.46716565,-0.611207,-0.20983487,-0.16143095,-0.16955164,-0.50623244,-0.52314293,aspcapStar-r5-v603-2M17143305+4717243.fits,2M17143305+4717243
apStar-r5-2M17143504+5438267.fits,2M17143504+5438267,4706.845,2.2630875,-0.48440623,0.19944134,-0.0026265867,-0.13994828,-0.30667,-0.4147421,-0.46027213,-0.28148758,-0.51578075,-0.3653825,-0.45403472,-0.40035102,-0.17506757,-0.059411258,-0.021501034,-0.3306656,-0.41189831,aspcapStar-r5-v603-2M17143504+5438267.fits,2M17143504+5438267
apStar-r5-2M17145452+4722399.fits,2M17145452+4722399,4610.571,2.558032,-0.24035197,0.20035161,0.09963931,-0.17825787,-0.145331,-0.21354906,-0.1699252,-0.09526627,-0.2647612,-0.2238453,-0.23017295,-0.124383,-0.021772593,0.04171428,0.04785797,-0.17376505,-0.3286273,aspcapStar-r5-v603-2M17145452+4722399.fits,2M17145452+4722399
apStar-r5-2M17145506+4704392.fits,2M17145506+4704392,4502.038,2.0526574,-0.79431635,0.18383813,-0.3784296,-0.60527533,-0.64471203,-0.6792968,-0.5848314,-0.55723745,-0.8025617,-0.8588362,-0.7004989,-0.648629,-0.46987915,-0.39684284,-0.36963725,-0.6959162,-0.79386467,aspcapStar-r5-v603-2M17145506+4704392.fits,2M17145506+4704392
apStar-r5-2M17145891+4749479.fits,2M17145891+4749479,4827.0386,2.9267695,-0.19052888,0.22335182,0.28110468,-0.059158713,-0.0011299998,-0.15834679,-0.11850017,-0.01426436,-0.2209736,-0.012775038,-0.112755604,-0.231949,0.08971481,0.17367618,-0.015815735,-0.0065721422,-1.4743288,aspcapStar-r5-v603-2M17145891+4749479.fits,2M17145891+4749479
apStar-r5-2M17145923+2300599.fits,2M17145923+2300599,4697.975,2.5597427,-0.45779204,0.2671026,0.11221798,-0.18158573,-0.30043,-0.41633478,-0.38470963,-0.177618,-0.46882153,-0.29832828,-0.3671502,-0.35647,-0.104813516,-0.12473413,-0.17558853,-0.2976963,-1.7799647,aspcapStar-r5-v603-2M17145923+2300599.fits,2M17145923+2300599
apStar-r5-2M17150163+4143210.fits,2M17150163+4143210,4762.0586,2.650302,-0.32784927,0.097013645,-0.09423925,-0.317966,-0.43782997,-0.27718568,-0.4317055,-0.24516194,-0.25963503,-0.32370645,-0.30679375,-0.219544,-0.23216312,-0.057553172,-0.17206523,-0.38420817,-0.43690637,aspcapStar-r5-v603-2M17150163+4143210.fits,2M17150163+4143210
apStar-r5-2M17150200+4733593.fits,2M17150200+4733593,4362.111,1.7379813,-0.3881231,0.22021428,-0.026143156,-0.24505234,-0.19925998,-0.33962813,-0.32483003,-0.18704268,-0.41017184,-0.55696744,-0.31146735,-0.34298497,-0.08163904,-0.028427094,0.0053420663,-0.26027295,-0.49379116,aspcapStar-r5-v603-2M17150200+4733593.fits,2M17150200+4733593
apStar-r5-2M17150244+5400419.fits,2M17150244+5400419,4892.2183,2.8169353,-0.52491605,0.1976196,-0.38599223,-0.4342004,-0.27797002,-0.5187168,-0.32885566,-0.25288463,-0.51714087,-0.5489815,-0.41487256,-0.513634,-0.2582857,-0.30268028,-0.15483826,-0.3380206,-0.66506565,aspcapStar-r5-v603-2M17150244+5400419.fits,2M17150244+5400419
apStar-r5-2M17150336+4814398.fits,2M17150336+4814398,4502.237,2.258183,-0.3432281,0.18896371,-0.057277456,-0.25391904,-0.269904,-0.29084575,-0.19259231,-0.1148773,-0.36265066,-0.150296,-0.29314408,-0.275879,-0.09386057,-0.010728747,0.0075208247,-0.15892625,-0.3855993,aspcapStar-r5-v603-2M17150336+4814398.fits,2M17150336+4814398
apStar-r5-2M17150463+4839533.fits,2M17150463+4839533,4937.764,2.807925,-0.4632116,0.2399268,-0.48239073,-0.18921146,-0.15393001,-0.47905725,-0.42513317,-0.23320186,-0.3780005,-0.17116177,-0.3780164,-0.400297,-0.15727448,-0.3190065,-0.09288216,-0.38065863,-0.3969217,aspcapStar-r5-v603-2M17150463+4839533.fits,2M17150463+4839533
apStar-r5-2M17150534+4307367.fits,2M17150534+4307367,4524.2627,2.3563838,-0.2638808,0.23415135,0.12892099,-0.17950955,-0.12938002,-0.24739248,-0.1598504,-0.08964887,-0.2550847,-0.23603162,-0.21957913,-0.13331,0.023460433,0.053835258,0.12237872,-0.15046643,-0.39108515,aspcapStar-r5-v603-2M17150534+4307367.fits,2M17150534+4307367
apStar-r5-2M17150746+4235151.fits,2M17150746+4235151,4256.9663,1.7696886,0.21809196,0.03576381,0.23612653,0.06725358,0.088933006,0.1398023,0.008922389,0.2498182,0.22809698,0.20617394,0.073409006,0.29902,0.24680296,0.3253456,0.16002247,0.24747391,0.16042362,aspcapStar-r5-v603-2M17150746+4235151.fits,2M17150746+4235151
apStar-r5-2M17151003+4805367.fits,2M17151003+4805367,4604.491,2.1335218,-0.5932562,0.21457113,0.12901513,-0.012928754,-0.413986,-0.5151167,-0.53911453,-0.36809498,-0.696646,-0.48410928,-0.6243106,-0.547826,-0.2287887,-0.108581066,-0.1890871,-0.6535735,-2.0752778,aspcapStar-r5-v603-2M17151003+4805367.fits,2M17151003+4805367
apStar-r5-2M17151347+4922479.fits,2M17151347+4922479,4571.702,2.3382494,-0.638783,0.23501167,-0.24791056,-0.43800715,-0.509887,-0.5651778,-0.3807109,-0.38152993,-0.65963346,-0.77090067,-0.54480696,-0.66705996,-0.319672,-0.2375769,-0.24469888,-0.51255023,-0.8624146,aspcapStar-r5-v603-2M17151347+4922479.fits,2M17151347+4922479
apStar-r5-2M17151495+4313346.fits,2M17151495+4313346,4823.2515,2.600232,-0.44734386,0.2557156,-0.096679226,-0.38505062,-0.343296,-0.3955071,-0.35393417,-0.19730665,-0.4509452,-0.43728653,-0.35730755,-0.32731,-0.16388784,-0.042221844,-0.05189839,-0.2180985,-0.4749917,aspcapStar-r5-v603-2M17151495+4313346.fits,2M17151495+4313346
apStar-r5-2M17152211+5313275.fits,2M17152211+5313275,4846.174,2.5929327,-0.44065794,0.21348841,-0.058916613,-0.38957796,-0.350198,-0.40219405,-0.23341104,-0.27026266,-0.43876415,-0.34009156,-0.35876083,-0.339483,-0.14727333,-0.03619939,-0.06094435,-0.3145097,-0.48634818,aspcapStar-r5-v603-2M17152211+5313275.fits,2M17152211+5313275
apStar-r5-2M17152854+4151541.fits,2M17152854+4151541,4189.4946,1.627577,-0.090384655,0.19023377,0.18911819,-0.07531675,0.010535002,-0.09957895,-0.13961041,0.05296711,-0.049312722,-0.02957709,-0.12688665,0.144965,0.15572199,0.15604988,0.16865852,-0.0073626265,-0.14431177,aspcapStar-r5-v603-2M17152854+4151541.fits,2M17152854+4151541
apStar-r5-2M17153288+5445501.fits,2M17153288+5445501,5038.424,3.3767138,-0.008812897,0.0937505,-0.16465837,0.086772814,-0.003676001,-0.045933794,-0.22700864,0.002132479,0.05739204,0.013410908,-0.030537676,0.020548001,-0.024167106,0.070208356,0.015332639,0.022800937,-0.18491346,aspcapStar-r5-v603-2M17153288+5445501.fits,2M17153288+5445501
apStar-r5-2M17153453+5408384.fits,2M17153453+5408384,5052.1777,3.106063,-0.17292163,0.19253518,0.4235432,-0.24448141,0.084319994,-0.14663292,-0.09251676,0.0114578605,-0.26831627,-0.20397712,-0.2135976,-0.239945,0.0311196,0.02245687,-0.08867995,-0.010718927,0.075942345,aspcapStar-r5-v603-2M17153453+5408384.fits,2M17153453+5408384
apStar-r5-2M17153563+5433234.fits,2M17153563+5433234,4750.597,2.4769394,-0.0584724,0.07621025,0.056179434,-0.11130066,-0.071758606,-0.034969214,-0.17310207,-0.05699693,-0.057788588,-0.085280925,-0.08193212,0.029570997,0.0448576,0.22659156,0.053683735,-0.10689959,-0.19480315,aspcapStar-r5-v603-2M17153563+5433234.fits,2M17153563+5433234
apStar-r5-2M17153976+4746055.fits,2M17153976+4746055,4047.674,1.1293877,-0.66645324,0.23801684,-0.3127343,-0.39208725,-0.56197,-0.56316143,-0.515566,-0.3263893,-0.68783957,-0.76305264,-0.59086406,-0.46591097,-0.21837923,-0.20769835,-0.18004352,-0.33896005,-0.7062497,aspcapStar-r5-v603-2M17153976+4746055.fits,2M17153976+4746055
apStar-r5-2M17153992+5323071.fits,2M17153992+5323071,4571.104,2.2358284,-0.68282604,0.2901749,0.051089976,-0.4329419,-0.48409998,-0.57378095,-0.61628836,-0.33135033,-0.7029469,-0.51355106,-0.6408915,-0.5924378,-0.26246768,-0.25383922,-0.12634298,-0.58166057,-1.4956108,aspcapStar-r5-v603-2M17153992+5323071.fits,2M17153992+5323071
apStar-r5-2M17154216+4717550.fits,2M17154216+4717550,4583.4624,2.4621122,0.16551743,0.05362444,0.2838795,0.029799074,0.020033002,0.12037538,-0.019963626,0.075161204,0.32536379,0.015369008,0.12048864,0.31845,0.1584411,0.22839549,0.1898772,0.14113182,-0.07313773,aspcapStar-r5-v603-2M17154216+4717550.fits,2M17154216+4717550
apStar-r5-2M17154912+4709583.fits,2M17154912+4709583,4738.6377,2.5571196,0.15809673,0.04128288,0.20209524,-0.008878142,0.0079120025,0.12250357,-0.07528651,0.07348278,0.17938104,-0.07978873,0.08053342,0.17718899,0.08258694,0.29205906,0.23885562,0.0767319,0.0060565267,aspcapStar-r5-v603-2M17154912+4709583.fits,2M17154912+4709583
